graph	variant	theta	seeds	basin_best_1e5	basin_best_1e6	se_basin_best_1e6	best_real_1e6	acc_rate_1e6
random_n250_d10	nsm_rho1	0.90	8	380.250	371.500	3.407	511.325	0.83583
random_n250_d10	nsm_rho1	1.00	8	396.350	384.500	5.435	518.850	0.86755
random_n250_d10	nsm_rho1	1.10	8	382.350	379.825	3.259	523.675	0.89302
random_n250_d10	nsm_rho1	1.20	8	383.150	381.500	3.431	528.025	0.91356
random_n250_d10	nsm_rho0.5	-1.00	8	364.675	362.175	2.194	362.175	0.01080
random_n250_d10	nsm_rho0.5	-0.90	8	362.725	357.375	2.004	357.375	0.01234
random_n250_d10	nsm_rho0.5	-0.80	8	360.325	355.250	2.292	355.250	0.01490
random_n250_d10	nsm_rho0.5	-0.70	8	358.450	355.850	1.289	355.850	0.01901
random_n250_d10	nsm_rho0.5	-0.60	8	357.025	352.300	0.923	352.300	0.02277
random_n250_d10	nsm_rho0.5	-0.50	8	351.700	348.675	1.369	348.675	0.02956
random_n250_d10	nsm_rho0.5	-0.40	8	351.575	347.800	0.598	347.825	0.04006
random_n250_d10	nsm_rho0.5	-0.30	8	349.350	346.200	0.753	346.200	0.05430
random_n250_d10	nsm_rho0.5	-0.20	8	349.650	345.475	0.452	346.150	0.08176
random_n250_d10	nsm_rho0.5	-0.10	8	349.550	345.900	0.481	349.100	0.11850
random_n250_d10	nsm_rho0.5	0.00	8	353.125	349.650	0.456	357.325	0.17562
random_n250_d10	nsm_rho0.5	0.10	8	357.125	353.975	1.248	371.975	0.25413
random_n250_d10	nsm_rho0.5	0.20	8	366.475	363.000	2.313	394.825	0.34786
random_n250_d10	nsm_rho0.5	0.30	8	368.350	367.350	2.641	418.725	0.44620
random_n250_d10	nsm_rho0.5	0.40	8	368.700	373.075	2.293	441.825	0.53949
random_n250_d10	nsm_rho0.5	0.50	8	377.200	379.100	2.424	458.575	0.62184
random_n250_d10	nsm_rho0.5	0.60	8	381.575	377.700	4.944	476.475	0.69185
random_n250_d10	nsm_rho0.5	0.70	8	373.850	380.750	4.701	491.100	0.75012
random_n250_d10	nsm_rho0.5	0.80	8	391.225	382.250	3.678	505.800	0.79817
random_n250_d10	nsm_rho0.5	0.90	8	383.675	383.800	3.477	511.575	0.83643
random_n250_d10	nsm_rho0.5	1.00	8	382.375	384.800	4.943	519.625	0.86806
random_n250_d10	nsm_rho0.5	1.10	8	385.675	384.000	2.544	523.500	0.89336
random_n250_d10	nsm_rho0.5	1.20	8	384.725	381.475	3.913	528.450	0.91391
random_n250_d10	nsm_erosion	-1.00	8	363.200	359.475	3.023	359.475	0.01149
random_n250_d10	nsm_erosion	-0.90	8	361.200	356.250	1.652	356.250	0.01200
random_n250_d10	nsm_erosion	-0.80	8	362.925	357.625	2.620	357.625	0.01397
random_n250_d10	nsm_erosion	-0.70	8	358.575	356.175	1.950	356.175	0.01825
random_n250_d10	nsm_erosion	-0.60	8	357.900	352.550	1.292	352.550	0.02246
random_n250_d10	nsm_erosion	-0.50	8	353.825	348.875	1.258	348.875	0.02698
random_n250_d10	nsm_erosion	-0.40	8	349.650	346.925	0.782	346.950	0.03591
random_n250_d10	nsm_erosion	-0.30	8	348.825	347.175	0.680	347.175	0.05549
random_n250_d10	nsm_erosion	-0.20	8	349.700	345.275	0.490	346.350	0.08130
random_n250_d10	nsm_erosion	-0.10	8	350.100	346.000	0.500	349.175	0.11809
random_n250_d10	nsm_erosion	0.00	8	350.100	349.125	1.084	356.875	0.17370
random_n250_d10	nsm_erosion	0.10	8	358.175	355.050	1.625	373.125	0.25238
random_n250_d10	nsm_erosion	0.20	8	361.450	360.325	2.472	395.725	0.34468
random_n250_d10	nsm_erosion	0.30	8	371.050	367.425	2.373	414.450	0.44265
random_n250_d10	nsm_erosion	0.40	8	370.850	374.125	1.846	439.325	0.53614
random_n250_d10	nsm_erosion	0.50	8	374.025	373.625	2.584	460.000	0.61882
random_n250_d10	nsm_erosion	0.60	8	381.875	377.525	2.369	475.000	0.68989
random_n250_d10	nsm_erosion	0.70	8	385.000	380.375	3.814	489.500	0.74857
random_n250_d10	nsm_erosion	0.80	8	381.100	378.175	2.131	504.700	0.79679
random_n250_d10	nsm_erosion	0.90	8	387.925	384.325	4.781	513.500	0.83592
random_n250_d10	nsm_erosion	1.00	8	382.975	377.200	1.710	513.800	0.86765
random_n250_d10	nsm_erosion	1.10	8	381.775	388.450	2.225	522.250	0.89368
random_n250_d10	nsm_erosion	1.20	8	387.050	383.250	5.042	526.225	0.91415
random_n250_d10	hk_tau0.5	-1.00	8	364.175	358.575	1.940	358.575	0.00397
random_n250_d10	hk_tau0.5	-0.90	8	361.600	357.350	1.438	357.350	0.00661
random_n250_d10	hk_tau0.5	-0.80	8	358.800	354.450	1.437	354.450	0.00932
random_n250_d10	hk_tau0.5	-0.70	8	352.675	350.475	1.383	350.475	0.01211
random_n250_d10	hk_tau0.5	-0.60	8	354.075	347.950	1.162	347.950	0.01689
random_n250_d10	hk_tau0.5	-0.50	8	351.275	347.325	0.836	347.325	0.02648
random_n250_d10	hk_tau0.5	-0.40	8	349.625	345.575	0.850	345.575	0.03816
random_n250_d10	hk_tau0.5	-0.30	8	345.575	344.900	0.433	344.950	0.05420
random_n250_d10	hk_tau0.5	-0.20	8	348.100	344.725	0.248	345.275	0.08738
random_n250_d10	hk_tau0.5	-0.10	8	349.950	347.000	0.843	351.275	0.13442
random_n250_d10	hk_tau0.5	0.00	8	354.850	350.825	1.213	361.700	0.20330
random_n250_d10	hk_tau0.5	0.10	8	361.750	356.225	1.122	378.250	0.29477
random_n250_d10	hk_tau0.5	0.20	8	365.625	363.775	2.339	404.000	0.39884
random_n250_d10	hk_tau0.5	0.30	8	373.350	374.350	1.223	429.575	0.50302
random_n250_d10	hk_tau0.5	0.40	8	379.575	381.075	3.402	455.875	0.59397
random_n250_d10	hk_tau0.5	0.50	8	375.475	378.750	3.367	470.975	0.67197
random_n250_d10	hk_tau0.5	0.60	8	374.975	376.800	3.441	486.425	0.73507
random_n250_d10	hk_tau0.5	0.70	8	382.750	381.175	2.889	501.500	0.78572
random_n250_d10	hk_tau0.5	0.80	8	383.325	384.675	2.986	507.625	0.82719
random_n250_d10	hk_tau0.5	0.90	8	383.175	380.850	2.638	515.975	0.86020
random_n250_d10	hk_tau0.5	1.00	8	380.150	383.400	3.200	522.700	0.88676
random_n250_d10	hk_tau0.5	1.10	8	384.850	383.750	3.241	527.700	0.90827
random_n250_d10	hk_tau0.5	1.20	8	388.500	385.850	4.369	533.250	0.92571
random_n250_d10	hk_tau2	-1.00	8	355.475	351.825	1.516	352.325	0.00772
random_n250_d10	hk_tau2	-0.90	8	353.900	351.625	1.388	351.825	0.01314
random_n250_d10	hk_tau2	-0.80	8	353.125	348.950	0.590	349.275	0.01813
random_n250_d10	hk_tau2	-0.70	8	352.075	347.375	0.849	347.900	0.02778
random_n250_d10	hk_tau2	-0.60	8	350.450	349.200	0.688	350.050	0.04170
random_n250_d10	hk_tau2	-0.50	8	348.775	347.000	0.800	348.400	0.06034
random_n250_d10	hk_tau2	-0.40	8	351.375	347.600	0.663	349.900	0.08681
random_n250_d10	hk_tau2	-0.30	8	350.375	349.125	0.490	353.375	0.12892
random_n250_d10	hk_tau2	-0.20	8	351.650	350.375	0.670	362.225	0.19331
random_n250_d10	hk_tau2	-0.10	8	359.300	354.775	1.155	379.800	0.28539
random_n250_d10	hk_tau2	0.00	8	366.475	363.475	1.826	406.625	0.39930
random_n250_d10	hk_tau2	0.10	8	366.725	369.200	3.555	430.425	0.51568
random_n250_d10	hk_tau2	0.20	8	374.600	369.425	1.130	456.800	0.61485
random_n250_d10	hk_tau2	0.30	8	377.400	374.725	2.087	478.225	0.69228
random_n250_d10	hk_tau2	0.40	8	380.325	380.625	1.603	492.675	0.75197
random_n250_d10	hk_tau2	0.50	8	389.850	375.500	3.065	503.300	0.79886
random_n250_d10	hk_tau2	0.60	8	378.975	378.975	2.295	509.775	0.83556
random_n250_d10	hk_tau2	0.70	8	382.825	385.750	2.914	521.625	0.86504
random_n250_d10	hk_tau2	0.80	8	383.875	383.975	2.108	529.025	0.88846
random_n250_d10	hk_tau2	0.90	8	384.750	383.350	1.568	531.050	0.90793
random_n250_d10	hk_tau2	1.00	8	381.825	384.750	3.007	538.625	0.92370
random_n250_d10	hk_tau2	1.10	8	379.675	379.475	3.300	536.900	0.93673
random_n250_d10	hk_tau2	1.20	8	383.100	381.400	3.052	537.700	0.94746
random_n250_d10	hk_sched	-1.00	8	353.775	350.700	1.426	350.700	0.00647
random_n250_d10	hk_sched	-0.90	8	354.800	349.875	1.196	349.875	0.00924
random_n250_d10	hk_sched	-0.80	8	352.850	347.525	0.991	347.525	0.01317
random_n250_d10	hk_sched	-0.70	8	353.475	349.300	1.223	349.300	0.01923
random_n250_d10	hk_sched	-0.60	8	354.350	345.700	0.363	345.700	0.02795
random_n250_d10	hk_sched	-0.50	8	352.600	345.325	0.323	345.325	0.03930
random_n250_d10	hk_sched	-0.40	8	358.275	345.500	0.463	345.500	0.06106
random_n250_d10	hk_sched	-0.30	8	361.075	345.700	0.458	345.700	0.08716
random_n250_d10	hk_sched	-0.20	8	366.075	345.425	0.404	345.550	0.12907
random_n250_d10	hk_sched	-0.10	8	377.850	347.175	0.682	349.575	0.18486
random_n250_d10	hk_sched	0.00	8	379.725	349.625	1.085	356.975	0.25541
random_n250_d10	hk_sched	0.10	8	379.050	355.975	1.105	370.350	0.34022
random_n250_d10	hk_sched	0.20	8	377.350	359.650	1.795	393.150	0.43416
random_n250_d10	hk_sched	0.30	8	386.075	372.600	1.770	418.525	0.52567
random_n250_d10	hk_sched	0.40	8	378.750	372.075	4.247	442.075	0.60843
random_n250_d10	hk_sched	0.50	8	389.725	380.475	3.858	462.125	0.67958
random_n250_d10	hk_sched	0.60	8	383.075	378.900	4.069	479.350	0.73898
random_n250_d10	hk_sched	0.70	8	383.450	379.825	2.628	496.175	0.78780
random_n250_d10	hk_sched	0.80	8	385.875	384.875	4.306	503.850	0.82775
random_n250_d10	hk_sched	0.90	8	380.525	384.475	2.691	516.050	0.85993
random_n250_d10	hk_sched	1.00	8	379.225	382.850	4.195	519.225	0.88622
random_n250_d10	hk_sched	1.10	8	385.125	382.350	4.922	529.450	0.90763
random_n250_d10	hk_sched	1.20	8	379.200	388.950	3.648	529.700	0.92477
random_n250_d20	none	-1.00	8	889.025	888.300	2.410	888.300	0.00206
random_n250_d20	none	-0.90	8	891.675	887.650	3.922	887.650	0.00417
random_n250_d20	none	-0.80	8	888.225	883.975	3.735	883.975	0.00465
random_n250_d20	none	-0.70	8	879.725	875.475	1.772	875.475	0.00584
random_n250_d20	none	-0.60	8	874.775	869.225	2.549	869.225	0.00860
random_n250_d20	none	-0.50	8	873.475	868.550	2.242	868.550	0.01263
random_n250_d20	none	-0.40	8	871.850	867.825	1.685	867.825	0.01878
random_n250_d20	none	-0.30	8	868.450	864.075	1.278	864.100	0.02638
random_n250_d20	none	-0.20	8	867.275	861.875	0.994	861.875	0.03841
random_n250_d20	none	-0.10	8	865.125	861.450	0.850	861.625	0.05995
random_n250_d20	none	0.00	8	863.725	860.125	0.125	862.075	0.09345
random_n250_d20	none	0.10	8	869.625	864.250	0.750	868.125	0.14007
random_n250_d20	none	0.20	8	873.425	869.625	1.679	882.025	0.20628
random_n250_d20	none	0.30	8	878.400	875.500	1.620	909.100	0.29760
random_n250_d20	none	0.40	8	889.750	884.525	3.099	945.750	0.40001
random_n250_d20	none	0.50	8	899.500	886.575	2.631	976.375	0.49953
random_n250_d20	none	0.60	8	898.775	907.700	4.782	1011.550	0.58896
random_n250_d20	none	0.70	8	907.125	900.850	3.555	1037.350	0.66554
random_n250_d20	none	0.80	8	909.775	909.000	3.516	1055.025	0.72919
random_n250_d20	none	0.90	8	905.700	916.800	6.509	1075.500	0.78204
random_n250_d20	none	1.00	8	916.100	917.000	2.719	1091.000	0.82519
random_n250_d20	none	1.10	8	910.850	913.775	4.425	1098.675	0.85973
random_n250_d20	none	1.20	8	906.575	907.225	2.809	1104.375	0.88779
random_n250_d20	rk1	-1.00	8	896.925	890.725	3.435	890.800	0.00024
random_n250_d20	rk1	-0.90	8	898.450	888.925	5.348	889.125	0.00026
random_n250_d20	rk1	-0.80	8	895.550	885.400	3.943	885.500	0.00030
random_n250_d20	rk1	-0.70	8	900.775	886.300	2.323	886.650	0.00038
random_n250_d20	rk1	-0.60	8	903.575	886.375	2.156	887.000	0.00038
random_n250_d20	rk1	-0.50	8	891.475	882.100	3.672	882.100	0.00047
random_n250_d20	rk1	-0.40	8	892.575	881.350	3.005	881.625	0.00065
random_n250_d20	rk1	-0.30	8	888.400	874.750	2.660	874.875	0.00078
random_n250_d20	rk1	-0.20	8	882.900	873.050	2.767	875.025	0.00135
random_n250_d20	rk1	-0.10	8	887.500	872.225	2.112	874.250	0.00247
random_n250_d20	rk1	0.00	8	877.625	871.050	0.918	874.975	0.00543
random_n250_d20	rk1	0.10	8	877.850	865.500	1.871	875.600	0.01252
random_n250_d20	rk1	0.20	8	877.400	868.300	1.205	890.000	0.03139
random_n250_d20	rk1	0.30	8	880.275	875.775	2.043	915.425	0.07515
random_n250_d20	rk1	0.40	8	888.400	881.200	2.098	950.575	0.14852
random_n250_d20	rk1	0.50	8	897.675	896.275	2.927	986.975	0.24656
random_n250_d20	rk1	0.60	8	902.150	901.600	3.699	1015.175	0.35334
random_n250_d20	rk1	0.70	8	903.800	909.825	4.222	1039.325	0.45769
random_n250_d20	rk1	0.80	8	915.225	907.150	3.701	1058.825	0.55278
random_n250_d20	rk1	0.90	8	914.225	902.550	5.150	1077.875	0.63535
random_n250_d20	rk1	1.00	8	904.700	913.850	3.688	1088.900	0.70440
random_n250_d20	rk1	1.10	8	910.825	905.025	5.437	1103.200	0.76185
random_n250_d20	rk1	1.20	8	906.925	901.150	3.569	1110.150	0.80863
random_n250_d20	rk4	-1.00	8	896.950	886.375	5.388	887.350	0.00024
random_n250_d20	rk4	-0.90	8	898.575	889.200	1.585	889.350	0.00027
random_n250_d20	rk4	-0.80	8	890.700	886.500	4.268	886.550	0.00025
random_n250_d20	rk4	-0.70	8	894.425	885.525	2.314	885.525	0.00030
random_n250_d20	rk4	-0.60	8	886.950	880.250	3.362	880.375	0.00039
random_n250_d20	rk4	-0.50	8	889.100	879.950	2.661	879.950	0.00084
random_n250_d20	rk4	-0.40	8	891.200	877.225	2.123	877.225	0.00175
random_n250_d20	rk4	-0.30	8	880.550	864.450	2.055	864.500	0.00390
random_n250_d20	rk4	-0.20	8	875.875	865.950	1.798	866.075	0.00957
random_n250_d20	rk4	-0.10	8	870.725	863.175	1.241	863.600	0.01985
random_n250_d20	rk4	0.00	8	872.875	862.950	0.993	864.950	0.03891
random_n250_d20	rk4	0.10	8	869.050	866.125	0.868	871.900	0.07173
random_n250_d20	rk4	0.20	8	868.550	869.100	1.297	885.250	0.12563
random_n250_d20	rk4	0.30	8	886.150	877.075	2.625	912.325	0.20769
random_n250_d20	rk4	0.40	8	890.150	884.075	3.263	947.350	0.30935
random_n250_d20	rk4	0.50	8	897.950	898.350	5.056	982.250	0.41405
random_n250_d20	rk4	0.60	8	903.650	897.475	4.420	1012.475	0.51396
random_n250_d20	rk4	0.70	8	905.275	906.050	5.311	1040.450	0.60088
random_n250_d20	rk4	0.80	8	912.075	898.475	5.884	1063.950	0.67602
random_n250_d20	rk4	0.90	8	907.225	912.175	4.627	1080.100	0.73862
random_n250_d20	rk4	1.00	8	904.525	914.600	2.243	1089.850	0.78932
random_n250_d20	rk4	1.10	8	920.650	920.450	5.949	1096.050	0.83101
random_n250_d20	rk4	1.20	8	916.525	908.575	3.267	1109.000	0.86475
random_n250_d20	nsm_rho1	-1.00	8	879.075	876.300	3.572	876.300	0.00929
random_n250_d20	nsm_rho1	-0.90	8	883.425	879.000	3.291	879.000	0.01041
random_n250_d20	nsm_rho1	-0.80	8	885.400	881.225	2.753	881.225	0.01200
random_n250_d20	nsm_rho1	-0.70	8	881.750	873.325	3.020	873.325	0.01361
random_n250_d20	nsm_rho1	-0.60	8	873.650	868.000	2.243	868.000	0.01628
random_n250_d20	nsm_rho1	-0.50	8	871.325	867.550	1.449	867.550	0.01960
random_n250_d20	nsm_rho1	-0.40	8	872.050	865.075	1.368	865.075	0.02632
random_n250_d20	nsm_rho1	-0.30	8	869.950	866.400	1.419	866.400	0.03367
random_n250_d20	nsm_rho1	-0.20	8	866.875	861.625	0.885	861.650	0.04736
random_n250_d20	nsm_rho1	-0.10	8	867.825	861.925	0.919	862.225	0.06907
random_n250_d20	nsm_rho1	0.00	8	866.975	860.575	0.415	862.725	0.10282
random_n250_d20	nsm_rho1	0.10	8	867.325	862.975	1.282	871.550	0.14932
random_n250_d20	nsm_rho1	0.20	8	871.750	869.375	1.608	885.525	0.21648
random_n250_d20	nsm_rho1	0.30	8	878.500	870.500	2.074	910.775	0.30688
random_n250_d20	nsm_rho1	0.40	8	889.825	891.675	3.807	940.825	0.40867
random_n250_d20	nsm_rho1	0.50	8	897.875	893.925	4.311	981.200	0.50674
random_n250_d20	nsm_rho1	0.60	8	902.775	898.375	3.776	1013.150	0.59476
random_n250_d20	nsm_rho1	0.70	8	910.525	909.675	7.066	1039.325	0.67054
random_n250_d20	nsm_rho1	0.80	8	912.675	903.075	5.085	1061.400	0.73378
random_n250_d20	nsm_rho1	0.90	8	912.075	911.450	5.921	1076.150	0.78584
random_n250_d20	nsm_rho1	1.00	8	909.575	901.050	5.150	1091.475	0.82776
random_n250_d20	nsm_rho1	1.10	8	899.400	910.125	5.959	1102.725	0.86208
random_n250_d20	nsm_rho1	1.20	8	906.200	910.300	4.397	1109.350	0.88963
random_n250_d20	nsm_rho0.5	-1.00	8	879.825	878.475	3.802	878.475	0.00932
random_n250_d20	nsm_rho0.5	-0.90	8	886.575	886.250	3.490	886.250	0.01229
random_n250_d20	nsm_rho0.5	-0.80	8	884.875	877.050	3.472	877.050	0.01300
random_n250_d20	nsm_rho0.5	-0.70	8	886.075	875.200	2.721	875.200	0.01463
random_n250_d20	nsm_rho0.5	-0.60	8	876.775	871.925	2.265	871.925	0.01762
random_n250_d20	nsm_rho0.5	-0.50	8	873.750	870.150	1.860	870.150	0.01934
random_n250_d20	nsm_rho0.5	-0.40	8	869.275	865.100	2.505	865.100	0.02644
random_n250_d20	nsm_rho0.5	-0.30	8	870.100	864.400	1.387	864.400	0.03512
random_n250_d20	nsm_rho0.5	-0.20	8	865.075	863.025	0.677	863.025	0.04720
random_n250_d20	nsm_rho0.5	-0.10	8	864.175	860.325	0.800	860.925	0.06881
random_n250_d20	nsm_rho0.5	0.00	8	864.225	859.725	0.233	862.600	0.10169
random_n250_d20	nsm_rho0.5	0.10	8	868.525	863.250	1.264	871.475	0.14820
random_n250_d20	nsm_rho0.5	0.20	8	871.750	867.725	1.414	885.525	0.21335
random_n250_d20	nsm_rho0.5	0.30	8	874.275	874.950	1.929	913.000	0.30539
random_n250_d20	nsm_rho0.5	0.40	8	884.450	888.800	5.628	948.750	0.40743
random_n250_d20	nsm_rho0.5	0.50	8	895.000	895.675	3.423	983.950	0.50621
random_n250_d20	nsm_rho0.5	0.60	8	896.375	898.075	4.870	1014.000	0.59480
random_n250_d20	nsm_rho0.5	0.70	8	900.800	904.275	3.055	1038.125	0.67054
random_n250_d20	nsm_rho0.5	0.80	8	905.675	907.900	3.817	1061.600	0.73367
random_n250_d20	nsm_rho0.5	0.90	8	905.575	900.675	4.320	1077.225	0.78562
random_n250_d20	nsm_rho0.5	1.00	8	904.775	898.250	4.168	1089.475	0.82800
random_n250_d20	nsm_rho0.5	1.10	8	913.925	916.650	4.217	1103.725	0.86227
random_n250_d20	nsm_rho0.5	1.20	8	907.575	908.225	5.998	1108.125	0.88977
random_n250_d20	nsm_erosion	-1.00	8	889.525	885.050	3.811	885.050	0.00956
random_n250_d20	nsm_erosion	-0.90	8	889.700	884.275	2.486	884.275	0.01072
random_n250_d20	nsm_erosion	-0.80	8	881.200	879.475	3.011	879.475	0.01159
random_n250_d20	nsm_erosion	-0.70	8	882.800	875.025	3.451	875.025	0.01511
random_n250_d20	nsm_erosion	-0.60	8	879.350	873.825	2.687	873.825	0.01697
random_n250_d20	nsm_erosion	-0.50	8	875.425	870.000	1.670	870.000	0.01966
random_n250_d20	nsm_erosion	-0.40	8	867.400	862.525	1.367	862.525	0.02535
random_n250_d20	nsm_erosion	-0.30	8	868.650	866.650	2.232	866.650	0.03433
random_n250_d20	nsm_erosion	-0.20	8	868.725	862.575	1.823	862.600	0.04693
random_n250_d20	nsm_erosion	-0.10	8	866.075	861.925	0.938	862.300	0.06797
random_n250_d20	nsm_erosion	0.00	8	865.950	860.125	0.227	863.500	0.10119
random_n250_d20	nsm_erosion	0.10	8	864.100	863.975	1.109	869.800	0.14704
random_n250_d20	nsm_erosion	0.20	8	872.250	865.975	1.457	883.575	0.21340
random_n250_d20	nsm_erosion	0.30	8	874.075	872.500	1.475	912.150	0.30224
random_n250_d20	nsm_erosion	0.40	8	895.450	883.950	4.925	939.800	0.40450
random_n250_d20	nsm_erosion	0.50	8	897.825	892.050	4.346	979.800	0.50259
random_n250_d20	nsm_erosion	0.60	8	899.550	900.350	5.017	1011.925	0.59219
random_n250_d20	nsm_erosion	0.70	8	901.450	905.925	4.458	1039.150	0.66771
random_n250_d20	nsm_erosion	0.80	8	909.125	910.425	7.097	1059.925	0.73191
random_n250_d20	nsm_erosion	0.90	8	905.100	903.350	4.589	1075.775	0.78408
random_n250_d20	nsm_erosion	1.00	8	899.150	912.925	8.383	1089.725	0.82664
random_n250_d20	nsm_erosion	1.10	8	899.350	904.825	4.884	1099.700	0.86098
random_n250_d20	nsm_erosion	1.20	8	911.700	907.150	4.466	1104.450	0.88888
random_n250_d20	hk_tau0.5	-1.00	8	884.500	881.225	2.042	881.225	0.00320
random_n250_d20	hk_tau0.5	-0.90	8	879.625	878.575	3.551	878.575	0.00392
random_n250_d20	hk_tau0.5	-0.80	8	874.200	869.250	2.160	869.250	0.00456
random_n250_d20	hk_tau0.5	-0.70	8	882.100	875.550	3.710	875.550	0.00729
random_n250_d20	hk_tau0.5	-0.60	8	872.600	869.825	2.638	869.825	0.01108
random_n250_d20	hk_tau0.5	-0.50	8	872.875	867.325	2.361	867.325	0.01615
random_n250_d20	hk_tau0.5	-0.40	8	870.075	865.125	2.033	865.125	0.02372
random_n250_d20	hk_tau0.5	-0.30	8	867.425	861.900	1.109	861.900	0.03672
random_n250_d20	hk_tau0.5	-0.20	8	863.925	860.225	0.802	860.350	0.05438
random_n250_d20	hk_tau0.5	-0.10	8	863.850	860.750	0.726	861.425	0.08437
random_n250_d20	hk_tau0.5	0.00	8	866.550	862.350	0.537	867.000	0.12647
random_n250_d20	hk_tau0.5	0.10	8	869.100	867.525	1.408	877.650	0.18528
random_n250_d20	hk_tau0.5	0.20	8	874.200	874.000	1.604	898.400	0.27192
random_n250_d20	hk_tau0.5	0.30	8	884.975	880.425	3.759	934.475	0.37718
random_n250_d20	hk_tau0.5	0.40	8	889.250	890.000	3.122	971.150	0.48304
random_n250_d20	hk_tau0.5	0.50	8	897.375	902.300	3.334	1009.125	0.57839
random_n250_d20	hk_tau0.5	0.60	8	903.125	906.075	3.304	1027.850	0.65889
random_n250_d20	hk_tau0.5	0.70	8	912.000	907.225	2.745	1055.275	0.72583
random_n250_d20	hk_tau0.5	0.80	8	913.075	906.100	4.678	1073.275	0.77963
random_n250_d20	hk_tau0.5	0.90	8	911.950	912.575	3.193	1084.450	0.82329
random_n250_d20	hk_tau0.5	1.00	8	909.050	911.075	4.639	1096.600	0.85868
random_n250_d20	hk_tau0.5	1.10	8	904.725	913.700	2.829	1109.800	0.88666
random_n250_d20	hk_tau0.5	1.20	8	907.325	904.625	5.226	1118.750	0.90929
random_n250_d20	hk_tau2	-1.00	8	869.525	868.700	1.772	868.850	0.00638
random_n250_d20	hk_tau2	-0.90	8	871.725	865.575	2.489	865.850	0.01062
random_n250_d20	hk_tau2	-0.80	8	869.850	868.900	1.886	868.900	0.01707
random_n250_d20	hk_tau2	-0.70	8	864.350	863.275	1.706	863.600	0.02385
random_n250_d20	hk_tau2	-0.60	8	868.525	867.050	1.634	867.450	0.03688
random_n250_d20	hk_tau2	-0.50	8	865.425	862.250	0.840	862.300	0.05184
random_n250_d20	hk_tau2	-0.40	8	867.950	861.375	0.183	861.950	0.07522
random_n250_d20	hk_tau2	-0.30	8	866.475	862.600	0.550	866.750	0.11273
random_n250_d20	hk_tau2	-0.20	8	868.875	864.375	0.670	873.950	0.16446
random_n250_d20	hk_tau2	-0.10	8	874.475	869.225	1.663	889.200	0.23472
random_n250_d20	hk_tau2	0.00	8	878.400	875.200	1.335	914.900	0.33339
random_n250_d20	hk_tau2	0.10	8	889.600	882.600	2.942	953.650	0.45141
random_n250_d20	hk_tau2	0.20	8	898.625	889.500	3.473	996.000	0.56164
random_n250_d20	hk_tau2	0.30	8	909.150	896.675	3.045	1027.000	0.65187
random_n250_d20	hk_tau2	0.40	8	900.350	897.975	6.086	1057.675	0.72233
random_n250_d20	hk_tau2	0.50	8	905.700	905.200	6.825	1074.500	0.77751
random_n250_d20	hk_tau2	0.60	8	903.025	912.100	6.150	1092.100	0.82100
random_n250_d20	hk_tau2	0.70	8	903.900	906.725	4.202	1097.900	0.85562
random_n250_d20	hk_tau2	0.80	8	918.000	910.775	4.590	1108.200	0.88279
random_n250_d20	hk_tau2	0.90	8	899.850	907.300	6.411	1113.125	0.90516
random_n250_d20	hk_tau2	1.00	8	907.500	904.025	7.916	1124.100	0.92278
random_n250_d20	hk_tau2	1.10	8	913.300	908.175	3.262	1125.475	0.93711
random_n250_d20	hk_tau2	1.20	8	913.800	902.350	3.955	1132.500	0.94874
random_n250_d20	hk_sched	-1.00	8	871.350	869.525	1.824	869.525	0.00695
random_n250_d20	hk_sched	-0.90	8	870.575	865.825	2.011	865.825	0.01004
random_n250_d20	hk_sched	-0.80	8	869.450	866.700	2.459	866.700	0.01375
random_n250_d20	hk_sched	-0.70	8	868.675	864.600	1.659	864.600	0.01913
random_n250_d20	hk_sched	-0.60	8	869.725	864.625	1.085	864.775	0.02753
random_n250_d20	hk_sched	-0.50	8	877.125	863.650	0.810	863.650	0.04034
random_n250_d20	hk_sched	-0.40	8	876.800	862.700	1.110	862.700	0.05584
random_n250_d20	hk_sched	-0.30	8	886.900	860.075	0.552	860.075	0.07862
random_n250_d20	hk_sched	-0.20	8	895.575	859.675	0.464	859.675	0.10836
random_n250_d20	hk_sched	-0.10	8	901.150	859.125	0.125	859.325	0.14604
random_n250_d20	hk_sched	0.00	8	900.325	860.975	0.756	862.250	0.19311
random_n250_d20	hk_sched	0.10	8	899.800	862.500	0.911	871.150	0.25276
random_n250_d20	hk_sched	0.20	8	908.450	871.650	1.208	885.275	0.32839
random_n250_d20	hk_sched	0.30	8	914.650	877.125	2.650	908.650	0.41863
random_n250_d20	hk_sched	0.40	8	904.250	877.275	2.600	948.825	0.51047
random_n250_d20	hk_sched	0.50	8	919.250	896.675	3.356	988.600	0.59644
random_n250_d20	hk_sched	0.60	8	914.725	898.825	2.917	1014.750	0.66967
random_n250_d20	hk_sched	0.70	8	908.425	902.750	4.519	1042.200	0.73218
random_n250_d20	hk_sched	0.80	8	913.100	903.750	3.975	1063.150	0.78391
random_n250_d20	hk_sched	0.90	8	904.800	893.850	3.584	1079.900	0.82572
random_n250_d20	hk_sched	1.00	8	910.175	911.750	4.109	1092.500	0.86005
random_n250_d20	hk_sched	1.10	8	909.525	911.150	3.953	1101.900	0.88734
random_n250_d20	hk_sched	1.20	8	911.825	903.550	3.592	1108.425	0.90957
