graph	variant	theta	seeds	basin_best_1e5	basin_best_1e6	se_basin_best_1e6	best_real_1e6	acc_rate_1e6
geometric_n124_d20	nsm_rho0.5	0.40	8	107.225	104.675	4.135	104.675	0.09832
geometric_n124_d20	nsm_rho0.5	0.50	8	109.725	104.675	4.135	104.675	0.13972
geometric_n124_d20	nsm_rho0.5	0.60	8	99.025	96.200	0.000	98.725	0.20342
geometric_n124_d20	nsm_rho0.5	0.70	8	96.200	96.200	0.000	114.475	0.32179
geometric_n124_d20	nsm_rho0.5	0.80	8	101.475	99.775	3.575	152.400	0.47275
geometric_n124_d20	nsm_rho0.5	0.90	8	101.750	103.975	3.812	208.250	0.63506
geometric_n124_d20	nsm_rho0.5	1.00	8	110.150	104.175	3.929	274.325	0.76472
geometric_n124_d20	nsm_rho0.5	1.10	8	112.725	121.100	6.551	315.200	0.83861
geometric_n124_d20	nsm_rho0.5	1.20	8	118.175	117.050	8.878	341.475	0.88282
geometric_n124_d20	nsm_erosion	-1.00	8	118.100	118.100	6.173	118.100	0.01865
geometric_n124_d20	nsm_erosion	-0.90	8	111.450	111.450	6.464	111.450	0.01759
geometric_n124_d20	nsm_erosion	-0.80	8	113.200	113.200	4.336	113.200	0.01925
geometric_n124_d20	nsm_erosion	-0.70	8	127.650	127.650	11.335	127.650	0.01843
geometric_n124_d20	nsm_erosion	-0.60	8	120.575	120.575	8.374	120.575	0.01928
geometric_n124_d20	nsm_erosion	-0.50	8	121.725	121.725	5.146	121.725	0.02052
geometric_n124_d20	nsm_erosion	-0.40	8	126.950	124.050	6.557	124.050	0.02268
geometric_n124_d20	nsm_erosion	-0.30	32	121.462	116.319	3.596	116.319	0.02416
geometric_n124_d20	nsm_erosion	-0.20	32	115.613	112.506	1.786	112.506	0.02843
geometric_n124_d20	nsm_erosion	-0.10	32	114.119	113.156	1.483	113.156	0.03148
geometric_n124_d20	nsm_erosion	0.00	32	109.387	109.387	1.847	109.387	0.03678
geometric_n124_d20	nsm_erosion	0.10	32	108.963	108.963	1.907	108.963	0.04532
geometric_n124_d20	nsm_erosion	0.20	32	108.681	108.681	1.866	108.681	0.05600
geometric_n124_d20	nsm_erosion	0.30	32	108.506	108.494	1.837	108.494	0.07310
geometric_n124_d20	nsm_erosion	0.40	32	110.744	110.706	1.771	110.706	0.10402
geometric_n124_d20	nsm_erosion	0.50	32	111.263	105.737	1.949	105.875	0.14459
geometric_n124_d20	nsm_erosion	0.60	32	101.794	96.200	0.000	98.119	0.20204
geometric_n124_d20	nsm_erosion	0.70	32	97.519	96.812	0.612	115.744	0.32137
geometric_n124_d20	nsm_erosion	0.80	32	103.175	99.369	1.326	153.612	0.46686
geometric_n124_d20	nsm_erosion	0.90	32	107.731	109.062	2.366	210.556	0.61936
geometric_n124_d20	nsm_erosion	1.00	32	107.675	110.694	2.287	268.669	0.74540
geometric_n124_d20	nsm_erosion	1.10	8	118.650	122.275	8.557	311.975	0.82296
geometric_n124_d20	nsm_erosion	1.20	8	105.100	116.300	8.816	347.550	0.87153
geometric_n124_d20	hk_tau0.5	-1.00	8	140.825	138.075	7.596	138.075	0.00135
geometric_n124_d20	hk_tau0.5	-0.90	8	115.825	108.550	5.231	108.550	0.00239
geometric_n124_d20	hk_tau0.5	-0.80	8	118.550	118.550	8.772	118.550	0.00238
geometric_n124_d20	hk_tau0.5	-0.70	8	112.400	112.400	3.565	112.400	0.00212
geometric_n124_d20	hk_tau0.5	-0.60	8	113.650	113.650	5.965	113.650	0.00369
geometric_n124_d20	hk_tau0.5	-0.50	8	109.650	109.650	5.654	109.650	0.00550
geometric_n124_d20	hk_tau0.5	-0.40	8	111.375	111.375	5.037	111.375	0.00631
geometric_n124_d20	hk_tau0.5	-0.30	32	111.506	111.506	2.198	111.506	0.00721
geometric_n124_d20	hk_tau0.5	-0.20	32	119.525	119.525	2.135	119.525	0.01159
geometric_n124_d20	hk_tau0.5	-0.10	32	110.406	109.863	2.193	109.863	0.01470
geometric_n124_d20	hk_tau0.5	0.00	32	114.006	112.562	1.985	112.562	0.02010
geometric_n124_d20	hk_tau0.5	0.10	32	110.944	110.944	1.670	110.944	0.02654
geometric_n124_d20	hk_tau0.5	0.20	32	111.413	111.413	1.724	111.413	0.03945
geometric_n124_d20	hk_tau0.5	0.30	32	111.038	111.038	1.681	111.038	0.05554
geometric_n124_d20	hk_tau0.5	0.40	32	111.650	109.813	1.782	109.813	0.08229
geometric_n124_d20	hk_tau0.5	0.50	32	106.069	101.050	1.649	101.050	0.11402
geometric_n124_d20	hk_tau0.5	0.60	32	100.225	96.200	0.000	96.256	0.17753
geometric_n124_d20	hk_tau0.5	0.70	32	96.200	96.200	0.000	107.681	0.31707
geometric_n124_d20	hk_tau0.5	0.80	32	104.494	99.262	1.278	156.175	0.50177
geometric_n124_d20	hk_tau0.5	0.90	32	114.981	104.831	2.217	224.194	0.68243
geometric_n124_d20	hk_tau0.5	1.00	32	116.563	107.081	2.058	276.144	0.79301
geometric_n124_d20	hk_tau0.5	1.10	8	118.000	115.175	4.644	322.025	0.85459
geometric_n124_d20	hk_tau0.5	1.20	8	113.000	113.575	4.384	348.400	0.89297
geometric_n124_d20	hk_tau2	-1.00	8	110.325	106.750	4.008	113.450	0.00240
geometric_n124_d20	hk_tau2	-0.90	8	115.700	115.700	5.187	115.700	0.00234
geometric_n124_d20	hk_tau2	-0.80	8	114.325	114.125	7.091	114.125	0.00338
geometric_n124_d20	hk_tau2	-0.70	8	114.325	114.325	4.465	114.325	0.00288
geometric_n124_d20	hk_tau2	-0.60	8	113.425	113.425	5.659	113.425	0.00530
geometric_n124_d20	hk_tau2	-0.50	8	119.025	119.025	5.957	119.025	0.00611
geometric_n124_d20	hk_tau2	-0.40	8	106.375	106.375	3.861	106.375	0.00932
geometric_n124_d20	hk_tau2	-0.30	32	108.406	108.406	2.404	108.406	0.01053
geometric_n124_d20	hk_tau2	-0.20	32	115.481	115.481	2.533	115.481	0.01445
geometric_n124_d20	hk_tau2	-0.10	32	114.963	114.238	2.376	114.238	0.01922
geometric_n124_d20	hk_tau2	0.00	32	108.294	108.294	2.190	108.294	0.02352
geometric_n124_d20	hk_tau2	0.10	32	110.038	110.038	2.091	110.038	0.03201
geometric_n124_d20	hk_tau2	0.20	32	109.344	109.344	1.715	109.344	0.04220
geometric_n124_d20	hk_tau2	0.30	32	112.194	111.650	1.617	111.650	0.05975
geometric_n124_d20	hk_tau2	0.40	32	110.331	107.931	1.745	107.931	0.08155
geometric_n124_d20	hk_tau2	0.50	32	102.938	96.200	0.000	96.200	0.10729
geometric_n124_d20	hk_tau2	0.60	32	96.200	96.200	0.000	96.437	0.18829
geometric_n124_d20	hk_tau2	0.70	32	96.975	96.200	0.000	117.088	0.38476
geometric_n124_d20	hk_tau2	0.80	32	100.587	100.775	1.576	190.463	0.61667
geometric_n124_d20	hk_tau2	0.90	32	112.525	108.981	2.265	263.613	0.76480
geometric_n124_d20	hk_tau2	1.00	32	115.538	115.337	3.190	320.225	0.84157
geometric_n124_d20	hk_tau2	1.10	8	119.025	110.325	6.383	340.925	0.88578
geometric_n124_d20	hk_tau2	1.20	8	116.350	113.825	4.024	360.850	0.91536
geometric_n124_d20	hk_sched	-1.00	8	121.350	120.950	6.250	120.950	0.00116
geometric_n124_d20	hk_sched	-0.90	8	127.100	126.900	5.619	126.900	0.00269
geometric_n124_d20	hk_sched	-0.80	8	103.550	103.550	3.586	103.550	0.00237
geometric_n124_d20	hk_sched	-0.70	8	111.650	111.650	3.403	111.650	0.00279
geometric_n124_d20	hk_sched	-0.60	8	110.125	106.550	6.781	106.550	0.00421
geometric_n124_d20	hk_sched	-0.50	8	118.450	118.450	4.552	118.450	0.00492
geometric_n124_d20	hk_sched	-0.40	8	113.550	113.550	5.892	113.550	0.00596
geometric_n124_d20	hk_sched	-0.30	32	112.662	111.112	2.663	111.112	0.00840
geometric_n124_d20	hk_sched	-0.20	32	112.575	111.125	2.358	111.125	0.01098
geometric_n124_d20	hk_sched	-0.10	32	113.138	110.238	1.711	110.238	0.01449
geometric_n124_d20	hk_sched	0.00	32	111.950	109.956	1.673	109.956	0.01979
geometric_n124_d20	hk_sched	0.10	32	106.487	105.763	1.836	105.763	0.02754
geometric_n124_d20	hk_sched	0.20	32	105.056	105.056	1.810	105.056	0.03844
geometric_n124_d20	hk_sched	0.30	32	105.575	105.575	1.797	105.575	0.05556
geometric_n124_d20	hk_sched	0.40	32	104.775	104.162	1.729	104.162	0.08094
geometric_n124_d20	hk_sched	0.50	32	104.162	96.200	0.000	96.200	0.11591
geometric_n124_d20	hk_sched	0.60	32	96.200	96.200	0.000	96.419	0.19650
geometric_n124_d20	hk_sched	0.70	32	98.937	96.200	0.000	110.706	0.34564
geometric_n124_d20	hk_sched	0.80	32	112.112	100.581	1.490	160.150	0.52504
geometric_n124_d20	hk_sched	0.90	32	117.669	111.994	2.148	219.194	0.68876
geometric_n124_d20	hk_sched	1.00	32	113.688	108.769	2.695	274.700	0.79522
geometric_n124_d20	hk_sched	1.10	8	113.875	116.275	3.024	317.800	0.85624
geometric_n124_d20	hk_sched	1.20	8	114.075	112.150	5.353	349.625	0.89448
geometric_n250_d5	none	-1.00	8	30.550	29.750	2.234	29.750	0.00552
geometric_n250_d5	none	-0.90	8	28.875	26.250	1.048	26.250	0.00783
geometric_n250_d5	none	-0.80	8	30.375	25.750	1.840	25.750	0.01142
geometric_n250_d5	none	-0.70	8	27.250	24.350	1.682	24.350	0.01327
geometric_n250_d5	none	-0.60	8	21.400	18.175	1.867	18.175	0.01428
geometric_n250_d5	none	-0.50	8	21.400	18.725	1.647	18.725	0.01991
geometric_n250_d5	none	-0.40	8	16.100	15.000	1.927	15.000	0.02853
geometric_n250_d5	none	-0.30	32	18.038	15.131	0.875	15.131	0.04415
geometric_n250_d5	none	-0.20	32	16.056	12.475	0.672	12.506	0.06340
geometric_n250_d5	none	-0.10	32	14.213	10.675	0.559	11.200	0.09312
geometric_n250_d5	none	0.00	32	15.850	9.531	0.711	12.369	0.14241
geometric_n250_d5	none	0.10	32	16.425	11.875	0.496	22.131	0.21566
geometric_n250_d5	none	0.20	32	19.262	15.987	0.690	40.362	0.31199
geometric_n250_d5	none	0.30	32	25.087	20.900	1.307	67.856	0.42538
geometric_n250_d5	none	0.40	32	30.688	27.975	1.247	98.419	0.54175
geometric_n250_d5	none	0.50	32	33.069	32.581	1.233	129.350	0.64347
geometric_n250_d5	none	0.60	32	37.512	36.737	1.358	152.031	0.72339
geometric_n250_d5	none	0.70	32	37.431	37.144	1.464	172.569	0.78357
geometric_n250_d5	none	0.80	32	37.231	37.337	1.290	183.081	0.82862
geometric_n250_d5	none	0.90	32	37.056	38.587	1.233	196.300	0.86320
geometric_n250_d5	none	1.00	32	38.337	35.712	1.381	204.175	0.88987
geometric_n250_d5	none	1.10	8	42.625	40.750	3.442	210.125	0.91095
geometric_n250_d5	none	1.20	8	39.650	39.950	4.350	216.275	0.92761
geometric_n250_d5	rk1	-1.00	8	35.725	30.250	1.750	30.250	0.00028
geometric_n250_d5	rk1	-0.90	8	32.250	31.975	2.587	31.975	0.00031
geometric_n250_d5	rk1	-0.80	8	38.750	33.225	2.086	33.225	0.00034
geometric_n250_d5	rk1	-0.70	8	31.500	27.475	1.710	27.700	0.00039
geometric_n250_d5	rk1	-0.60	8	33.525	26.500	1.254	27.100	0.00049
geometric_n250_d5	rk1	-0.50	8	34.875	24.525	1.715	24.650	0.00067
geometric_n250_d5	rk1	-0.40	8	32.125	22.350	2.064	22.500	0.00094
geometric_n250_d5	rk1	-0.30	32	28.681	22.606	0.704	23.188	0.00146
geometric_n250_d5	rk1	-0.20	32	27.475	18.831	0.828	19.919	0.00262
geometric_n250_d5	rk1	-0.10	32	23.444	16.200	0.656	18.862	0.00581
geometric_n250_d5	rk1	0.00	32	20.894	14.887	0.520	21.319	0.01446
geometric_n250_d5	rk1	0.10	32	23.144	17.631	0.573	31.625	0.03717
geometric_n250_d5	rk1	0.20	32	22.712	19.869	0.928	46.194	0.08372
geometric_n250_d5	rk1	0.30	32	31.025	22.319	0.859	72.375	0.17044
geometric_n250_d5	rk1	0.40	32	29.994	27.950	1.591	103.769	0.29296
geometric_n250_d5	rk1	0.50	32	32.794	31.887	1.221	131.969	0.42598
geometric_n250_d5	rk1	0.60	32	34.862	33.594	1.431	155.000	0.54359
geometric_n250_d5	rk1	0.70	32	38.181	37.181	1.322	173.444	0.63831
geometric_n250_d5	rk1	0.80	32	38.594	39.062	1.291	187.731	0.71188
geometric_n250_d5	rk1	0.90	32	38.025	39.462	1.499	196.231	0.76940
geometric_n250_d5	rk1	1.00	32	37.956	37.769	1.786	203.200	0.81457
geometric_n250_d5	rk1	1.10	8	43.475	36.875	3.492	211.300	0.85063
geometric_n250_d5	rk1	1.20	8	39.900	37.250	3.473	214.000	0.87891
geometric_n250_d5	rk4	-1.00	8	34.350	32.200	2.419	32.200	0.00021
geometric_n250_d5	rk4	-0.90	8	34.125	30.275	2.939	30.275	0.00026
geometric_n250_d5	rk4	-0.80	8	27.050	24.775	2.544	24.775	0.00029
geometric_n250_d5	rk4	-0.70	8	28.875	25.250	2.827	25.250	0.00044
geometric_n250_d5	rk4	-0.60	8	26.625	23.000	1.069	23.000	0.00077
geometric_n250_d5	rk4	-0.50	8	25.650	20.875	1.274	20.875	0.00212
geometric_n250_d5	rk4	-0.40	8	23.875	19.250	1.373	19.250	0.00543
geometric_n250_d5	rk4	-0.30	8	22.375	16.525	1.458	16.600	0.01206
geometric_n250_d5	rk4	-0.20	8	17.650	14.125	1.827	14.125	0.02400
geometric_n250_d5	rk4	-0.10	8	17.275	13.125	1.141	14.025	0.04619
geometric_n250_d5	rk4	0.00	8	20.400	12.425	1.812	16.775	0.08370
geometric_n250_d5	rk4	0.10	8	19.125	11.350	1.141	24.275	0.13890
geometric_n250_d5	rk4	0.20	8	21.000	15.250	1.264	44.450	0.22455
geometric_n250_d5	rk4	0.30	8	24.375	20.700	1.508	69.750	0.33542
geometric_n250_d5	rk4	0.40	8	29.325	27.100	2.491	100.600	0.46018
geometric_n250_d5	rk4	0.50	8	35.125	31.375	1.990	127.675	0.57586
geometric_n250_d5	rk4	0.60	8	36.750	35.375	2.104	155.350	0.66971
geometric_n250_d5	rk4	0.70	8	38.625	33.000	1.376	172.475	0.74035
geometric_n250_d5	rk4	0.80	8	44.125	41.250	2.433	184.650	0.79455
geometric_n250_d5	rk4	0.90	8	33.650	32.850	2.796	189.050	0.83627
geometric_n250_d5	rk4	1.00	8	36.950	36.925	2.848	206.750	0.86866
geometric_n250_d5	rk4	1.10	8	42.000	36.275	3.124	210.075	0.89395
geometric_n250_d5	rk4	1.20	8	32.000	30.750	2.242	216.175	0.91444
geometric_n250_d5	nsm_rho1	-1.00	8	26.375	24.375	1.381	24.375	0.01319
geometric_n250_d5	nsm_rho1	-0.90	8	25.150	23.275	1.308	23.275	0.01399
geometric_n250_d5	nsm_rho1	-0.80	8	25.875	23.975	2.386	23.975	0.01755
geometric_n250_d5	nsm_rho1	-0.70	8	22.000	19.425	1.899	19.425	0.02014
geometric_n250_d5	nsm_rho1	-0.60	8	18.650	17.025	1.389	17.025	0.02131
geometric_n250_d5	nsm_rho1	-0.50	8	19.500	17.500	1.040	17.500	0.02940
geometric_n250_d5	nsm_rho1	-0.40	8	18.225	17.600	1.908	17.600	0.03880
geometric_n250_d5	nsm_rho1	-0.30	32	18.569	15.450	0.644	15.456	0.05187
geometric_n250_d5	nsm_rho1	-0.20	32	16.062	12.838	0.761	13.062	0.07189
geometric_n250_d5	nsm_rho1	-0.10	32	16.188	11.306	0.605	12.712	0.10300
geometric_n250_d5	nsm_rho1	0.00	32	16.306	10.881	0.600	15.569	0.15303
geometric_n250_d5	nsm_rho1	0.10	32	16.819	10.656	0.531	23.819	0.22427
geometric_n250_d5	nsm_rho1	0.20	32	20.606	17.331	0.936	42.500	0.32077
geometric_n250_d5	nsm_rho1	0.30	32	25.369	22.281	1.050	69.331	0.43375
geometric_n250_d5	nsm_rho1	0.40	32	29.856	29.206	1.238	98.962	0.54880
geometric_n250_d5	nsm_rho1	0.50	32	32.500	32.462	1.039	129.631	0.64999
geometric_n250_d5	nsm_rho1	0.60	32	34.750	33.744	1.309	153.775	0.72866
geometric_n250_d5	nsm_rho1	0.70	32	36.631	32.756	1.181	174.069	0.78769
geometric_n250_d5	nsm_rho1	0.80	32	36.131	35.519	1.416	185.413	0.83216
geometric_n250_d5	nsm_rho1	0.90	32	39.356	36.656	1.425	196.456	0.86594
geometric_n250_d5	nsm_rho1	1.00	32	40.013	36.306	1.219	203.481	0.89216
geometric_n250_d5	nsm_rho1	1.10	8	30.400	36.250	3.594	208.225	0.91282
geometric_n250_d5	nsm_rho1	1.20	8	39.625	40.750	3.529	212.150	0.92917
geometric_n250_d5	nsm_rho0.5	-1.00	8	25.900	23.800	2.784	23.800	0.01320
geometric_n250_d5	nsm_rho0.5	-0.90	8	25.275	22.650	2.091	22.650	0.01498
geometric_n250_d5	nsm_rho0.5	-0.80	8	27.500	24.500	1.959	24.500	0.01834
geometric_n250_d5	nsm_rho0.5	-0.70	8	22.400	19.275	1.380	19.275	0.02008
geometric_n250_d5	nsm_rho0.5	-0.60	8	21.225	19.425	0.955	19.425	0.02164
geometric_n250_d5	nsm_rho0.5	-0.50	8	20.875	19.100	1.833	19.100	0.02868
geometric_n250_d5	nsm_rho0.5	-0.40	8	18.500	16.375	1.401	16.375	0.03698
geometric_n250_d5	nsm_rho0.5	-0.30	8	13.750	12.625	1.322	12.625	0.04948
geometric_n250_d5	nsm_rho0.5	-0.20	8	15.000	13.525	0.710	13.725	0.07130
geometric_n250_d5	nsm_rho0.5	-0.10	8	16.225	10.875	0.895	12.550	0.09946
geometric_n250_d5	nsm_rho0.5	0.00	8	15.775	10.875	1.076	15.975	0.15024
geometric_n250_d5	nsm_rho0.5	0.10	8	19.275	11.625	1.164	24.500	0.22245
geometric_n250_d5	nsm_rho0.5	0.20	8	17.600	16.225	1.699	43.250	0.31800
geometric_n250_d5	nsm_rho0.5	0.30	8	26.375	21.250	1.953	65.700	0.43129
geometric_n250_d5	nsm_rho0.5	0.40	8	29.750	26.125	1.586	95.925	0.54636
geometric_n250_d5	nsm_rho0.5	0.50	8	34.875	36.125	2.379	131.350	0.64848
geometric_n250_d5	nsm_rho0.5	0.60	8	37.375	35.975	2.051	153.175	0.72895
geometric_n250_d5	nsm_rho0.5	0.70	8	34.350	36.125	2.761	171.175	0.78781
geometric_n250_d5	nsm_rho0.5	0.80	8	39.650	37.500	2.291	188.225	0.83249
geometric_n250_d5	nsm_rho0.5	0.90	8	39.250	39.750	3.250	198.300	0.86648
geometric_n250_d5	nsm_rho0.5	1.00	8	35.650	40.775	2.451	202.250	0.89275
geometric_n250_d5	nsm_rho0.5	1.10	8	41.475	42.875	2.039	209.525	0.91317
geometric_n250_d5	nsm_rho0.5	1.20	8	46.600	33.600	3.471	213.600	0.92947
geometric_n250_d5	nsm_erosion	-1.00	8	28.350	26.675	1.967	26.675	0.01255
geometric_n250_d5	nsm_erosion	-0.90	8	26.875	24.025	2.325	24.025	0.01400
geometric_n250_d5	nsm_erosion	-0.80	8	21.725	19.375	1.253	19.375	0.01764
geometric_n250_d5	nsm_erosion	-0.70	8	22.325	19.075	0.873	19.075	0.01792
geometric_n250_d5	nsm_erosion	-0.60	8	23.150	18.475	1.389	18.475	0.02134
geometric_n250_d5	nsm_erosion	-0.50	8	21.650	18.750	1.333	18.750	0.03052
geometric_n250_d5	nsm_erosion	-0.40	8	19.975	16.250	1.349	16.250	0.03768
geometric_n250_d5	nsm_erosion	-0.30	32	17.069	14.506	0.550	14.519	0.04883
geometric_n250_d5	nsm_erosion	-0.20	32	16.100	12.350	0.631	12.487	0.06834
geometric_n250_d5	nsm_erosion	-0.10	32	15.806	10.537	0.672	11.687	0.09969
geometric_n250_d5	nsm_erosion	0.00	32	16.131	10.419	0.461	15.300	0.14990
geometric_n250_d5	nsm_erosion	0.10	32	17.863	12.081	0.641	24.881	0.22151
geometric_n250_d5	nsm_erosion	0.20	32	20.750	17.531	0.645	43.213	0.31629
geometric_n250_d5	nsm_erosion	0.30	32	27.125	21.906	0.903	69.338	0.42864
geometric_n250_d5	nsm_erosion	0.40	32	27.938	27.462	0.880	98.237	0.54346
geometric_n250_d5	nsm_erosion	0.50	32	32.788	32.013	1.329	129.931	0.64510
geometric_n250_d5	nsm_erosion	0.60	32	35.144	34.262	1.275	153.450	0.72504
geometric_n250_d5	nsm_erosion	0.70	32	38.281	37.500	1.358	170.419	0.78545
geometric_n250_d5	nsm_erosion	0.80	32	36.262	39.625	1.688	186.713	0.83069
geometric_n250_d5	nsm_erosion	0.90	32	40.875	38.594	1.401	195.288	0.86547
geometric_n250_d5	nsm_erosion	1.00	32	39.231	36.562	1.374	204.006	0.89224
geometric_n250_d5	nsm_erosion	1.10	8	45.000	41.125	3.430	209.650	0.91347
geometric_n250_d5	nsm_erosion	1.20	8	42.250	34.125	3.492	211.850	0.93003
geometric_n250_d5	hk_tau0.5	-1.00	8	30.625	29.000	1.890	29.000	0.00577
geometric_n250_d5	hk_tau0.5	-0.90	8	30.150	27.375	2.420	27.375	0.00758
geometric_n250_d5	hk_tau0.5	-0.80	8	23.175	21.300	1.026	21.300	0.00888
geometric_n250_d5	hk_tau0.5	-0.70	8	28.500	24.875	1.156	24.875	0.01053
geometric_n250_d5	hk_tau0.5	-0.60	8	22.150	20.625	2.296	20.625	0.01592
geometric_n250_d5	hk_tau0.5	-0.50	8	20.725	17.025	1.813	17.025	0.01777
geometric_n250_d5	hk_tau0.5	-0.40	8	20.375	17.500	1.680	17.500	0.02359
geometric_n250_d5	hk_tau0.5	-0.30	32	16.688	13.312	0.589	13.312	0.03331
geometric_n250_d5	hk_tau0.5	-0.20	32	14.588	12.069	0.599	12.125	0.04756
geometric_n250_d5	hk_tau0.5	-0.10	32	14.575	9.463	0.580	9.600	0.07381
geometric_n250_d5	hk_tau0.5	0.00	32	12.713	6.062	0.443	7.619	0.11426
geometric_n250_d5	hk_tau0.5	0.10	32	13.562	8.731	0.559	16.925	0.18849
geometric_n250_d5	hk_tau0.5	0.20	32	16.931	13.631	0.714	35.031	0.29363
geometric_n250_d5	hk_tau0.5	0.30	32	23.256	21.119	0.949	64.125	0.42530
geometric_n250_d5	hk_tau0.5	0.40	32	29.294	25.637	0.999	101.294	0.55559
geometric_n250_d5	hk_tau0.5	0.50	32	33.800	32.431	1.045	134.031	0.66124
geometric_n250_d5	hk_tau0.5	0.60	32	37.700	33.500	1.759	158.325	0.73865
geometric_n250_d5	hk_tau0.5	0.70	32	36.513	33.312	1.092	176.725	0.79553
geometric_n250_d5	hk_tau0.5	0.80	32	35.750	35.931	1.373	189.100	0.83788
geometric_n250_d5	hk_tau0.5	0.90	32	39.119	36.900	1.397	197.231	0.87026
geometric_n250_d5	hk_tau0.5	1.00	32	38.700	36.731	1.346	206.081	0.89528
geometric_n250_d5	hk_tau0.5	1.10	8	37.250	35.600	3.542	210.450	0.91501
geometric_n250_d5	hk_tau0.5	1.20	8	34.200	41.875	1.702	214.275	0.93099
geometric_n250_d5	hk_tau2	-1.00	8	21.200	21.175	1.708	21.175	0.00315
geometric_n250_d5	hk_tau2	-0.90	8	21.750	19.250	1.867	19.250	0.00704
geometric_n250_d5	hk_tau2	-0.80	8	20.750	19.275	1.670	19.275	0.01028
geometric_n250_d5	hk_tau2	-0.70	8	20.150	19.775	1.781	19.775	0.01138
geometric_n250_d5	hk_tau2	-0.60	8	15.600	15.600	1.900	15.600	0.01089
geometric_n250_d5	hk_tau2	-0.50	8	16.400	12.150	1.829	12.150	0.01296
geometric_n250_d5	hk_tau2	-0.40	8	16.925	12.975	1.265	12.975	0.01581
geometric_n250_d5	hk_tau2	-0.30	32	13.406	10.469	0.625	10.469	0.02165
geometric_n250_d5	hk_tau2	-0.20	32	10.994	8.562	0.647	8.562	0.02901
geometric_n250_d5	hk_tau2	-0.10	32	9.475	5.819	0.439	5.819	0.04310
geometric_n250_d5	hk_tau2	0.00	32	8.062	4.644	0.253	4.819	0.07584
geometric_n250_d5	hk_tau2	0.10	32	7.975	4.631	0.314	7.519	0.14354
geometric_n250_d5	hk_tau2	0.20	32	12.163	10.550	0.702	27.406	0.27597
geometric_n250_d5	hk_tau2	0.30	32	18.969	16.544	0.807	71.600	0.45393
geometric_n250_d5	hk_tau2	0.40	32	27.919	26.350	1.368	117.369	0.60049
geometric_n250_d5	hk_tau2	0.50	32	31.825	30.519	1.282	146.787	0.70043
geometric_n250_d5	hk_tau2	0.60	32	36.931	32.950	1.294	170.244	0.76917
geometric_n250_d5	hk_tau2	0.70	32	35.144	33.131	1.476	186.794	0.81867
geometric_n250_d5	hk_tau2	0.80	32	36.331	34.763	1.167	197.569	0.85533
geometric_n250_d5	hk_tau2	0.90	32	39.750	34.000	1.460	204.275	0.88340
geometric_n250_d5	hk_tau2	1.00	32	36.681	36.600	1.752	209.938	0.90520
geometric_n250_d5	hk_tau2	1.10	8	39.100	39.125	2.741	214.650	0.92242
geometric_n250_d5	hk_tau2	1.20	8	39.575	38.100	3.427	216.575	0.93645
geometric_n250_d5	hk_sched	-1.00	8	20.250	20.250	1.461	20.250	0.00549
geometric_n250_d5	hk_sched	-0.90	8	15.325	14.625	1.133	14.625	0.00605
geometric_n250_d5	hk_sched	-0.80	8	14.975	14.400	1.668	14.400	0.00759
geometric_n250_d5	hk_sched	-0.70	8	13.450	12.475	1.673	12.475	0.00831
geometric_n250_d5	hk_sched	-0.60	8	13.250	12.750	0.750	12.750	0.01221
geometric_n250_d5	hk_sched	-0.50	8	13.650	12.525	1.675	12.525	0.01646
geometric_n250_d5	hk_sched	-0.40	8	14.625	14.125	0.915	14.125	0.02408
geometric_n250_d5	hk_sched	-0.30	32	10.319	9.656	0.501	9.656	0.03236
geometric_n250_d5	hk_sched	-0.20	32	9.294	7.762	0.487	7.794	0.04647
geometric_n250_d5	hk_sched	-0.10	32	7.700	5.831	0.460	6.031	0.07088
geometric_n250_d5	hk_sched	0.00	32	6.094	5.200	0.339	5.575	0.11479
geometric_n250_d5	hk_sched	0.10	32	5.219	5.094	0.391	9.700	0.18859
geometric_n250_d5	hk_sched	0.20	32	7.944	10.556	0.699	32.669	0.29839
geometric_n250_d5	hk_sched	0.30	32	17.631	21.081	0.920	64.981	0.43441
geometric_n250_d5	hk_sched	0.40	32	23.163	28.262	0.941	99.469	0.56282
geometric_n250_d5	hk_sched	0.50	32	29.212	31.413	1.278	131.119	0.66459
geometric_n250_d5	hk_sched	0.60	32	34.925	37.819	1.185	155.106	0.74064
geometric_n250_d5	hk_sched	0.70	32	35.444	35.813	1.730	175.056	0.79663
geometric_n250_d5	hk_sched	0.80	32	37.294	39.612	1.719	186.525	0.83870
geometric_n250_d5	hk_sched	0.90	32	32.056	37.044	1.282	198.925	0.87071
geometric_n250_d5	hk_sched	1.00	32	36.606	36.569	1.550	204.400	0.89572
geometric_n250_d5	hk_sched	1.10	8	35.600	41.275	3.295	211.050	0.91543
geometric_n250_d5	hk_sched	1.20	8	38.900	37.625	0.823	213.275	0.93101
geometric_n250_d10	none	-1.00	8	80.300	79.775	7.780	79.775	0.00164
geometric_n250_d10	none	-0.90	8	84.000	76.300	5.664	76.300	0.00328
geometric_n250_d10	none	-0.80	8	91.650	89.550	9.702	89.550	0.00445
geometric_n250_d10	none	-0.70	8	73.925	69.800	10.202	69.800	0.00376
geometric_n250_d10	none	-0.60	8	84.650	79.525	4.602	79.525	0.00661
geometric_n250_d10	none	-0.50	8	83.025	79.475	8.686	79.475	0.00863
geometric_n250_d10	none	-0.40	8	74.650	65.350	5.064	65.350	0.01141
